PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Dwyer, A; Jones, C; Davis, C; Kitamura, C; Ching, TYC				Dwyer, Anne; Jones, Caroline; Davis, Chris; Kitamura, Christine; Ching, Teresa Y. C.			Maternal education influences Australian infants' language experience from six months	INFANCY												Disparities in children's early language skills associated with socioeconomic factors have led to many studies examining children's early language environments, but few as yet in the first year of life. This longitudinal study assessed the home language environments of 50 Australian infants, who varied in maternal education (university education, or not). Full-day audio recordings were collected and analyzed using the LENA system when infants were aged 6-9 months and 12-15 months. Using the device-specific analysis software, we assessed 12-h projected counts of (1) adult speech input, (2) conversational interactions, and (3) child vocalizations. At both ages, higher maternal education was associated with higher counts of adult words and conversational turns, but not child vocalizations. The study adds to the literature by demonstrating disparities in the infants' language experience within the first year of life, related to mothers' education, with implications for early intervention and parenting supports.					Davis, Chris/KBA-9010-2024; Jones, Caroline/G-8546-2012; Ching, Teresa/AAR-6239-2021	Ching, Teresa/0000-0002-1588-5599; Jones, Caroline/0000-0001-6277-8262; Dwyer, Anne/0000-0003-4169-3096													1525-0008	1532-7078				JAN-FEB	2019	24	1					90	100		10.1111/infa.12262	http://dx.doi.org/10.1111/infa.12262								32677259					WOS:000454512000007
J	Laing, C; Bergelson, E				Laing, Catherine; Bergelson, Elika			Mothers' Work Status and 17-Month-Olds' Productive Vocabulary	INFANCY												Literature examining the effects of mothers' work status on infant language development is mixed, with little focus on varying work schedules and early vocabulary. We use naturalistic data to analyze the productive vocabulary of 44 17-month-olds in relation to mothers' work status (full time, part time, stay at home) at 6 and 18 months. Infants who experienced a combination of care from mothers and other caretakers had larger productive vocabularies than infants in solely full-time maternal or solely other-caretaker care. Our results draw from naturalistic data to suggest that this care combination may be particularly beneficial for early lexical development.						Bergelson, Elika/0000-0003-2742-4797; Laing, Catherine/0000-0001-8022-2655													1525-0008	1532-7078				JAN-FEB	2019	24	1					101	109		10.1111/infa.12265	http://dx.doi.org/10.1111/infa.12265								30962769					WOS:000454512000008
J	Brand, RJ; Gans, RTH; Himes, MM; Libster, NR				Brand, Rebecca J.; Gans, Rachel T. H.; Himes, Megan M.; Libster, Natalie R.			Playdates: A Win-Win-Win Strategy for Recruitment of Infant Participants	INFANCY												High-quality developmental science requires a reliable and representative stream of participants, yet recruiting infants at a satisfactory rate can be challenging. We recently developed a new recruitment technique: we invite parents to sign up for no-strings-attached playdates in our laboratory, where we provide toys, free coffee, and students to help entertain the children. We have consistently hosted 2-3 new parents per week via playdates. Approximately 88% of attending parents agreed to be contacted later about research, and 81% of those contacted returned for research appointments. This method has doubled the number of participants we run per week, improved our rapport with the local community, and provided an enhanced educational opportunity for students in our laboratory. We hope others find it similarly transformative.					Libster, Natalie/KII-2335-2024														1525-0008	1532-7078				JAN-FEB	2019	24	1					110	115		10.1111/infa.12269	http://dx.doi.org/10.1111/infa.12269								32677262					WOS:000454512000009
J	Rogers, M; Franklin, A; Knoblauch, K				Rogers, Marie; Franklin, Anna; Knoblauch, Kenneth			A Novel Method to Investigate How Dimensions Interact to Inform Perceptual Salience in Infancy	INFANCY												How physical dimensions govern children's perception, language acquisition, and cognition is an important question in developmental science. Here, we use the psychophysical technique of maximum likelihood conjoint measurement (MLCM) as a novel approach to investigate how infants combine information distributed along two or more dimensions. MLCM is based on a signal detection model of decision that allows testing of several models of how observers integrate information to make choices. We tested 6-month-old infants' preferential looking to "green" stimuli that covaried in lightness and chroma and analyzed infant preferences using MLCM. The findings show that infant looking is driven primarily by lightness, with darker stimuli having a greater preference than lighter, plus a small but significant positive contribution of chroma. This study demonstrates that the technique of MLCM can be used in conjunction with preferential looking to investigate the salience of physical dimensions during development. The technique could now be applied to investigate the role of physical dimensions in key aspects of perceptual and cognitive development such as face recognition, language acquisition, and object recognition.					Knoblauch, Kenneth/H-8156-2014; Franklin, Anna/B-5812-2017	Franklin, Anna/0000-0003-2201-4377; Rogers, Marie/0000-0002-4623-6719													1525-0008	1532-7078				NOV-DEC	2018	23	6					833	856		10.1111/infa.12260	http://dx.doi.org/10.1111/infa.12260													WOS:000447144700004
J	Kidd, E; Junge, C; Spokes, T; Morrison, L; Cutler, A				Kidd, Evan; Junge, Caroline; Spokes, Tara; Morrison, Lauren; Cutler, Anne			Individual Differences in Infant Speech Segmentation: Achieving the Lexical Shift	INFANCY												We report a large-scale electrophysiological study of infant speech segmentation, in which over 100 English-acquiring 9-month-olds were exposed to unfamiliar bisyllabic words embedded in sentences (e.g., He saw a wild eagle up there), after which their brain responses to either the just-familiarized word (eagle) or a control word (coral) were recorded. When initial exposure occurs in continuous speech, as here, past studies have reported that even somewhat older infants do not reliably recognize target words, but that successful segmentation varies across children. Here, we both confirm and further uncover the nature of this variation. The segmentation response systematically varied across individuals and was related to their vocabulary development. About one-third of the group showed a left-frontally located relative negativity in response to familiar versus control targets, which has previously been described as a mature response. Another third showed a similarly located positive-going reaction (a previously described immature response), and the remaining third formed an intermediate grouping that was primarily characterized by an initial response delay. A fine-grained group-level analysis suggested that a developmental shift to a lexical mode of processing occurs toward the end of the first year, with variation across individual infants in the exact timing of this shift.					Kidd, Evan/U-5754-2018; Cutler, Anne/C-9467-2012	Cutler, Anne/0000-0002-4203-0692; Kidd, Evan/0000-0003-4301-2290; Junge, Caroline/0000-0001-9876-8058													1525-0008	1532-7078				NOV-DEC	2018	23	6					770	794		10.1111/infa.12256	http://dx.doi.org/10.1111/infa.12256													WOS:000447144700001
J	Chong, AJ; Vicenik, C; Sundara, M				Chong, Adam J.; Vicenik, Chad; Sundara, Megha			Intonation Plays a Role in Language Discrimination by Infants	INFANCY												Previous research on infant language discrimination has focused primarily on the role of prosody, specifically rhythmic timing cues. This, however, ignores the potentially useful role that intonation, another aspect of prosody, might play in aiding discrimination. In this article, we investigated how and when American English-learning infants discriminate between prosodically similar languages, specifically American English and German, focusing on the role of intonation in infant language discrimination. We found that the ability to distinguish American English and German develops between 5 and 7 months. However, 7-month-olds failed to discriminate the two languages when the natural pitch variation was replaced by a monotone. Thus, intonation is necessary for infants' discrimination of American English and German. Based on these results, we argue for a greater role of intonation in supporting language discrimination by infants.						SUNDARA, MEGHA/0000-0003-0028-750X													1525-0008	1532-7078				NOV-DEC	2018	23	6					795	819		10.1111/infa.12257	http://dx.doi.org/10.1111/infa.12257													WOS:000447144700002
J	Ebersbach, M; Nawroth, C				Ebersbach, Mirjam; Nawroth, Christian			Shape But Not Color Facilitates Two-Year-Olds' Search Performance in a Spatial Rotation Task	INFANCY												Children younger than 3 years of age often fail to track hidden objects that are rotated together with identical hiding containers, which might be due to relatively complex paradigms. We examined whether 2-year-olds (N = 28) are already able to track spatial rotations (i.e., by 90 degrees and 180 degrees) if the task is facilitated by increasing the visual discriminability of the hiding containers by means of different shapes and different colors. Children performed above chance level in all conditions except for the condition in which containers had the same color and shape and were rotated by 180 degrees. Moreover, children found the hidden object more often when the containers had different-as compared to identical-shapes, whereas performance was similar when the containers had the same or different colors. Furthermore, their performance was better after 90 degrees rotations than after 180 degrees rotations and children in all conditions showed an inhibition bias. Our findings suggest that 2-year-olds are already able to track spatial rotations if the task is kept simple and focuses solely on the ability of interest. In addition, young children use shape-rather than color-as a salient dimension in spatial rotation tasks.					Nawroth, Christian/C-4017-2018	Nawroth, Christian/0000-0003-4582-4057													1525-0008	1532-7078				NOV-DEC	2018	23	6					820	832		10.1111/infa.12259	http://dx.doi.org/10.1111/infa.12259													WOS:000447144700003
J	Shai, D; Meins, E				Shai, Dana; Meins, Elizabeth			Parental Embodied Mentalizing and its Relation to Mind-Mindedness, Sensitivity, and Attachment Security	INFANCY												Relations between two forms of parental mentalizing-maternal mind-mindedness (appropriate and nonattuned mind-related comments) and parental embodied mentalizing (PEM)-and their role in predicting infant attachment security were investigated. Maternal PEM and mind-mindedness were assessed at 8 months (N = 206), and infant attachment security was assessed at 15 months. PEM was positively correlated with appropriate mind-related comments and was unrelated to nonattuned mind-related comments. Multinomial regression analyses showed that higher PEM distinguished between secure versus insecure-avoidant infants and between insecure-resistant versus insecure-avoidant infants over and above the contributions of appropriate and nonattuned mind-related comments. These results suggest that both verbal and nonverbal indices of parental mentalizing make independent contributions in predicting the security of the infant-mother attachment relationship.					Shai, Dana/AAY-5485-2020; Meins, Elizabeth/K-5429-2015	Shai, Dana/0000-0003-2218-4966; Meins, Elizabeth/0000-0002-5375-6448													1525-0008	1532-7078				NOV-DEC	2018	23	6					857	872		10.1111/infa.12244	http://dx.doi.org/10.1111/infa.12244													WOS:000447144700005
J	McMahon, C; Newey, B				McMahon, Catherine; Newey, Brooklyn			Non-Attuned Mind-Mindedness, Infant Negative Affect, and Emotional Availability: Assessing Mind-Mindedness during the Still-Face Paradigm	INFANCY												Mind-mindedness captures caregiver orientation to infant mental states expressed in mind-related comments to infant cues, typically assessed during free play. There are two orthogonal dimensions: Appropriate comments accurately interpret the infant's experience, and non-attuned comments are judged by observers to be inaccurate interpretations. Appropriate comments have been consistently associated with optimal caregiving behavior, but less is known about non-attuned comments, rare during free play. Further, available evidence suggests mind-mindedness is independent of infant temperament, but few studies have examined relations between mind-mindedness and infant behavior during real-time interaction. We addressed these issues using the Still-Face Paradigm. Participants were 76 mothers and their 7-month-old infants. Mind-mindedness, emotional availability, and infant negative affect were independently coded. Unexpectedly, appropriate mind-related comments were not associated with emotional availability nor with infant negative affect. Mothers who made non-attuned comments showed lower emotional availability, and their infants showed more extreme responses to the still-faceeither no negative affect or crying. Infants whose mothers made non-attuned comments early showed less recovery in reunion episodes. Infant negative affect in early episodes also influenced mind-related comments; mothers whose infants showed no negative affect made fewer appropriate comments in later episodes. Implications of assessing mind-mindedness in stress contexts are discussed.						McMahon, Catherine/0000-0002-3753-006X													1525-0008	1532-7078				NOV-DEC	2018	23	6					873	892		10.1111/infa.12245	http://dx.doi.org/10.1111/infa.12245													WOS:000447144700006
J	Rossen, L; Mattick, RP; Wilson, J; Burns, L; Macdonald, JA; Olsson, C; Allsop, S; Elliott, EJ; Jacobs, S; McCormack, C; Hutchinson, D				Rossen, Larissa; Mattick, Richard P.; Wilson, Judy; Burns, Lucinda; Macdonald, Jacqui A.; Olsson, Craig; Allsop, Steve; Elliott, Elizabeth J.; Jacobs, Sue; McCormack, Clare; Hutchinson, Delyse			Mother-Infant and Partner-Infant Emotional Availability at 12 Months of Age: Findings From an Australian Longitudinal Study	INFANCY												Emotional availability (EA) is a focal indicator of parent-infant relationship quality and plays a key role in determining healthy child development, yet factors thought to influence EA have not been examined comprehensively in the postnatal period in both mothers and partners. The aim of this study was to examine the influence of mother-infant and partner-infant bonding, mental ill-health and substance use at 8 weeks postbirth on mother-infant and partner-infant EA at 12 months postbirth, accounting for a range of demographic and postnatal variables. Participants were 191 matched mother-partner-infant triads from a nested sample of an Australian longitudinal pregnancy cohort (The Triple B Pregnancy Cohort). Assessments were conducted at 8 weeks postbirth and at infant age 12 months. Parental EA was coded from dyadic interactions during a 20-min free play observational video recorded at 12 months. Generalized estimating equations (GEE) analysis, accounting for within-dyad clustering, showed older parent age was associated with higher parent-child EA scores (chi(2) = 6.28, p < .01), while parental tobacco use (chi(2) = 7.35, p < .01) and depression (chi(2) = 4.51, p < .05) at 8 weeks postnatal predicted poorer parent-child EA scores at 12 months. These novel findings suggest that it may be particularly important to support young couples and those struggling with symptoms of depression or tobacco use during the postnatal period.					Olsson, Craig/AAR-5057-2020; Burns, Lucy/M-7882-2013; Hutchinson, Delyse/I-8574-2017; Macdonald, Jacqui/I-9369-2017	Allsop, Steven/0000-0003-1087-3027; Hutchinson, Delyse/0000-0003-3221-7143; Elliott, Elizabeth Jane/0000-0002-6501-5487; Olsson, Craig/0000-0002-5927-2014; Macdonald, Jacqui/0000-0001-9451-2709; Rossen, Larissa/0000-0002-9382-0387													1525-0008	1532-7078				NOV-DEC	2018	23	6					893	916		10.1111/infa.12247	http://dx.doi.org/10.1111/infa.12247													WOS:000447144700007
J	Junge, C; van Rooijen, R; Raijmakers, M				Junge, Caroline; van Rooijen, Rianne; Raijmakers, Maartje			Distributional Information Shapes Infants' Categorization of Objects	INFANCY												While distributional learning has been successfully demonstrated for auditory categorization, this study tests whether this mechanism also applies to object categorization: Ten-month-olds (n = 38) were familiarized with either a unimodal or bimodal distribution of a visual continuum. Using automatic eye tracking, we assessed categorization through the alternating/nonalternating paradigm. For infants in the bimodal condition, their average dwell time was larger for alternating trials than for nonalternating trials, while infants in the unimodal condition initially looked equally long at both types of trials. This group difference suggests that the shape of frequency distribution bears on the number of categories that infants construct from a continuum. Later in test, all infants show this alternating preference. We conclude that categorization is a flexible process, continuously adjusting itself to additional input.						Raijmakers, Maartje/0000-0003-1843-6462													1525-0008	1532-7078				NOV-DEC	2018	23	6					917	926		10.1111/infa.12258	http://dx.doi.org/10.1111/infa.12258													WOS:000447144700008
J	Wass, SV; Clackson, K; Leong, V				Wass, Sam V.; Clackson, Kaili; Leong, Vicky			Increases in Arousal are More Long-Lasting than Decreases in Arousal: On Homeostatic Failures During Emotion Regulation in Infancy	INFANCY												In emotion regulation, negative or undesired emotions are downregulated, but there are also opponent processes to emotion regulationin which undesired emotions are exacerbated dynamically over time by processes that have an amplifying or upregulating impact. Evidence for such processes has been shown in adults, but little previous work has examined whether infants show similar patterns. To examine this, we measured physiological arousal in 57 typical 12month olds while presenting a 20-min mixed viewing battery. Fluctuations in autonomic arousal were measured via heart rate, electrodermal activity, and movement. We reasoned that if transitions in autonomic arousal are random (stochastic), then (1) arousal would be normally distributed across the session, and (2) episodes where arousal exceeded a certain threshold above the mean should be as long-lived as those where arousal exceeded the same threshold below the mean. In fact we found that (1) heart rate and movement (but not electrodermal activity) were positively skewed, and (2) that increases in arousal have a lower extinction probability than decreases in arousal. Our findings may suggest that increases in arousal are self-sustaining. These patterns are the opposite of the homeostatic mechanisms predicted by naive approaches to emotion regulation.																			1525-0008	1532-7078				SEP-OCT	2018	23	5					628	649		10.1111/infa.12243	http://dx.doi.org/10.1111/infa.12243													WOS:000440923100001
J	Bradshaw, J; Klaiman, C; Gillespie, S; Brane, N; Lewis, M; Saulnier, C				Bradshaw, Jessica; Klaiman, Cheryl; Gillespie, Scott; Brane, Natalie; Lewis, Moira; Saulnier, Celine			Walking Ability is Associated with Social Communication Skills in Infants at High Risk for Autism Spectrum Disorder	INFANCY												Achievement of early motor milestones in infancy affords new opportunities for social interaction and communication. Research has shown that both motor and social deficits are observed in infants who later develop autism spectrum disorder (ASD). This study examined associations between motor and Social communication skills in 12-month-old infant siblings of children with ASD who are at heightened risk for developmental delays (N=86) and low-risk, typically developing infants (N=113). Infants were classified into one of three groups based on their walking ability: walkers (walks independently), standers (stands independently), or prewalkers (does not yet stand or walk independently). Social communication and cognitive skills were assessed with two standardized assessments (Communication and Symbolic Behaviors Scales [CSBS] and Mullen Scales of Early Learning) and compared across the three walking groups. Results demonstrated that high-risk walkers showed superior Social communication skills, but commensurate cognitive skills, compared to high-risk prewalkers. In contrast, Social communication and cognitive skills were largely comparable for low-risk infants, regardless of walking status. Findings suggest that for high-risk infants, who are already vulnerable to developmental delays and ASD, independent walking may facilitate the emergence of Social communication abilities. Pivotal motor milestones may serve as useful indicators of Social communication delays and targets for intervention.						Bradshaw, Jessica/0000-0003-3003-3738													1525-0008	1532-7078				SEP-OCT	2018	23	5					674	691		10.1111/infa.12242	http://dx.doi.org/10.1111/infa.12242								30271278					WOS:000440923100003
J	Bohr, Y; Putnick, DL; Lee, Y; Bornstein, MH				Bohr, Yvonne; Putnick, Diane L.; Lee, Yookyung; Bornstein, Marc H.			Evaluating Caregiver Sensitivity to Infants: Measures Matter	INFANCY												The significance of caregiver sensitivity for child development has been debated among scholars, not least due to sensitivity's inconsistent predictive value over time and across contexts. A lack of uniformity in the definition of sensitivity contributes to this debate, but shortfalls of intertool concordance and construct validity in the instruments used to assess sensitivity may also be at issue. This study examines correspondences among four established standardized measures of caregiver sensitivity in independent classifications of the same sample of mothers of infants. Fifty European American mother-infant dyads of diverse SES were independently assessed with three observational caregiver sensitivity measures: the Emotional Availability Scales (EAS; Biringen, 2008, Emotional availability (EA) scales manual (4th ed.): Part 1. Infancy/early childhood version (child aged 0-5years). Colorado State University. Unpublished manuscript), the Parent Child InteractionNursing Child Assessment Satellite Training Feeding Scale (PCI-NCAFS; Oxford & Findlay, NCAST caregiver/parent-child interaction feeding manual, Seattle, WA: NCAST Programs, University of Washington, School of Nursing, 2015), and the Maternal Behavior Q-Sort (MBQS; Moran, Pederson, & Bento, 2009, Maternal Behavior Q-Sort (MBQS)-Overview, available materials and support. University of Western Ontario. Unpublished). Ratings were juxtaposed with classifications of the same sample based on the original Ainsworth Maternal Sensitivity Scales (AMSS; Ainsworth, 1969, Power, 6, 1379). The EAS, NCAFS, and MBQS are related to the AMSS, but large proportions of variance were unshared. Researchers and clinicians should be cautious when assuming that popular observational assessment instruments, commonly believed to measure a generic construct of caregiver sensitivity, are interchangeable, as these measures may evaluate different features of sensitivity to infants.					Putnick, Diane/B-1707-2009; Bohr, Yvonne/AGG-2770-2022	Bohr, Yvonne/0000-0002-8469-7401; Putnick, Diane/0000-0002-6323-749X; Bornstein, Marc/0000-0002-6810-8427													1525-0008	1532-7078				SEP-OCT	2018	23	5					730	747		10.1111/infa.12248	http://dx.doi.org/10.1111/infa.12248								30197581					WOS:000440923100006
J	Osina, MA; Saylor, MM; Ganea, PA				Osina, Maria A.; Saylor, Megan M.; Ganea, Patricia A.			Infants Use Category Label Knowledge to Interpret Absent Reference	INFANCY												This research investigated infants' (16 and 20months) use of category information in responding to references to absent objects. Infants were asked to find an object in the box (e.g., Find an apple!). When allowed to search, they found either an object from the mentioned category (a plastic apple) or a different object. Infants in both age groups searched again in the box trying to find another object more often on nonreferent than on referent trials (Experiment 1). However, when nonreferents were categorically related to referents, only older infants detected a mismatch and searched again (Experiment 2). These findings suggest that infants use category knowledge when processing references to absent objects.						Osina, Maria/0000-0001-8386-0281													1525-0008	1532-7078				SEP-OCT	2018	23	5					650	673		10.1111/infa.12241	http://dx.doi.org/10.1111/infa.12241													WOS:000440923100002
J	Flom, R; Bahrick, LE; Pick, AD				Flom, Ross; Bahrick, Lorraine E.; Pick, Anne D.			Infants Discriminate the Affective Expressions of their Peers: The Roles of Age and Familiarization Time	INFANCY												Research examining infants' discrimination of affect often uses unfamiliar faces and voices of adults. Recently, research has examined infant discrimination of affect in familiar faces and voices. In much of this research, infants were habituated to the affective expressions using a standard 50% habituation criterion. We extend this line of research by examining infants' discrimination of unfamiliar peers', that is, 4-month-olds, dynamic, facial, and vocal affective expressions and assessing how discrimination is affected by changing the habituation criterion. In two experiments, using an infant-controlled habituation design, we explored 3- and 5-month-olds' discrimination of their peers' dynamic audiovisual displays of positive and negative expressions of affect. Results of Experiment 1, using a 50% habituation criterion, revealed that 5-month-olds, but not 3-month-olds discriminated the affective expressions of their peers. In Experiment 2, we examined whether 3-month-olds' lack of discrimination in Experiment 1 was a result of insufficient habituation (i.e., familiarization). Specifically, 3-month-olds were habituated using a 70% habituation criterion, providing them with longer familiarization time. Results revealed that using the more stringent habituation criterion, 3-month-olds showed longer habituation times, that is increased familiarization, and discriminated their peers' affective expressions. Results are discussed in terms of infants' discrimination of affect, the role of familiarization time, and limitations of the 50% habituation criterion.					Bahrick, Lorraine/JUU-2714-2023; Flom, Ross/AAT-6913-2021	, Lorraine/0000-0002-4126-7065													1525-0008	1532-7078				SEP-OCT	2018	23	5					692	707		10.1111/infa.12246	http://dx.doi.org/10.1111/infa.12246								30271279					WOS:000440923100004
J	Ger, E; Altinok, N; Liszkowski, U; Küntay, AC				Ger, Ebru; Altinok, Nazli; Liszkowski, Ulf; Kuentay, Aylin C.			Development of Infant Pointing from 10 to 12months: The Role of Relevant Caregiver Responsiveness	INFANCY												Infants' pointing frequency is a predictor of their later language abilities. Yet, predictors of pointing frequency in the first year of life are not well understood. Study 1 explored what factors in infants and caregivers at 10months would predict the pointing frequency of infants at 12months (N=35). Infant-driven predictors were infants' fine-motor skills and point-following abilities. Caregiver-mediated predictors were caregivers' pointing frequency and responsiveness toward infants' pointing. Relevant caregiver responsiveness at 10months predicted infants' pointing frequency at 12months, controlling for the other factors and infants' prior pointing frequency. Study 2 explored whether child-level factors influence caregivers' responsiveness (N=49). We examined the hand shape of infants' pointing (whole-hand versus index-finger) and the presence of point-accompanying vocalizations. Infants' vocalization-accompanied points were more likely to elicit relevant responses from caregivers, while hand shapes played a less pronounced role. Together, the findings reveal an early emerging mutual relationship between infant pointing and caregiver behavior such that certain characteristics of infant pointing predict caregivers' responsiveness, and relevant responsiveness toward infants' pointing predicts the increase in infants' pointing frequencies.					Kuntay, Aylin/CAH-3074-2022; Ger, Ebru/HNI-3487-2023	Ger, Ebru/0000-0002-6140-1807; Kuntay, Aylin/0000-0001-9057-7556													1525-0008	1532-7078				SEP-OCT	2018	23	5					708	729		10.1111/infa.12239	http://dx.doi.org/10.1111/infa.12239													WOS:000440923100005
J	Shimizu, Y; Senzaki, S; Uleman, JS				Shimizu, Yuki; Senzaki, Sawa; Uleman, James S.			The Influence of Maternal Socialization on Infants' Social Evaluation in Two Cultures	INFANCY												Although a growing body of research has explored the early development of social evaluation, no research has directly compared social evaluations of infants between different cultures. In addition, there has been little understanding regarding socialization's effects on this ability. The goal of this study was to expand on earlier findings on social evaluation in infants by investigating a broader sample from two cultures, and to explore the influence of maternal socialization on infants' social evaluation. Using the violation of expectations and the preferential reaching paradigm, four groups aged 6-, 9-, 12-, and 15-18months and their mothers from Japan and the United States (159 dyads) were compared in terms of spontaneous social evaluations. Japanese and European American infants showed similar performance in dishabituation to the inconsistent behavior and in their reaching preference for prosocial over antisocial agents, indicating that the emergence of spontaneous social evaluation is not culture-specific. Furthermore, our study provides a novel finding regarding the relationship between mothers' socially evaluative speech and infants' preference for prosocial over antisocial agents. These results suggest that the development of sociomoral understanding results from complicated interactions among evolutionary, cognitive, and social factors.					Shimizu, Yuki/AGH-8129-2022; Uleman, Jim/AAO-1710-2020	Shimizu, Yuki/0000-0001-7887-9527													1525-0008	1532-7078				SEP-OCT	2018	23	5					748	766		10.1111/infa.12240	http://dx.doi.org/10.1111/infa.12240													WOS:000440923100007
J	Bergmann, C; Cristia, A				Bergmann, Christina; Cristia, Alejandrina			Environmental Influences on Infants' Native Vowel Discrimination: The Case of Talker Number in Daily Life	INFANCY												Both quality and quantity of speech from the primary caregiver have been found to impact language development. A third aspect of the input has been largely ignored: the number of talkers who provide input. Some infants spend most of their waking time with only one person; others hear many different talkers. Even if the very same words are spoken the same number of times, the pronunciations can be more variable when several talkers pronounce them. Is language acquisition affected by the number of people who provide input? To shed light on the possible link between how many people provide input in daily life and infants' native vowel discrimination, three age groups were tested: 4-month-olds (before attunement to native vowels), 6-month-olds (at the cusp of native vowel attunement) and 12-month-olds (well attuned to the native vowel system). No relationship was found between talker number and native vowel discrimination skills in 4- and 6-month-olds, who are overall able to discriminate the vowel contrast. At 12months, we observe a small positive relationship, but further analyses reveal that the data are also compatible with the null hypothesis of no relationship. Implications in the context of infant language acquisition and cognitive development are discussed.					Cristia, Alejandrina/H-2768-2019; Bergmann, Christina/J-2765-2014	Bergmann, Christina/0000-0003-2656-9070													1525-0008	1532-7078				JUL-AUG	2018	23	4					484	501		10.1111/infa.12232	http://dx.doi.org/10.1111/infa.12232													WOS:000434222400001
J	Kuchirko, Y; Tafuro, L; LeMonda, CST				Kuchirko, Yana; Tafuro, Lisa; LeMonda, Catherine S. Tamis			Becoming a Communicative Partner: Infant Contingent Responsiveness to Maternal Language and Gestures	INFANCY												Infant contingent responsiveness to maternal language and gestures was examined in 190 Mexican American, Dominican American, and African American infant-mother dyads when infants were 14 and 24months. Dyads were video-recorded during book-sharing and play. Videos were coded for the timing of infants' vocalizations and gestures and mothers' referential language (i.e., statements that inform infants about objects and events in the world; e.g., That's a big doggy!), regulatory language (i.e., statements that regulate infants' attention or actions; e.g., Look at that, Put it down!), and gestures. Infants of all three ethnicities responded within 3sec of mothers' language and gestures, increased their responsiveness over development, and displayed specificity in their responses: They vocalized and gestured following mothers' referential language and gestures, but were less likely than chance to communicate following mothers' regulatory language. At an individual level, responsive infants had responsive mothers.						Tamis-LeMonda, Catherine/0000-0002-9071-4028													1525-0008	1532-7078				JUL-AUG	2018	23	4					558	576		10.1111/infa.12222	http://dx.doi.org/10.1111/infa.12222													WOS:000434222400005
J	Filippetti, ML; Tsakiris, M				Filippetti, Maria Laura; Tsakiris, Manos			Just Before I Recognize Myself: The Role of Featural and Multisensory Cues Leading up to Explicit Mirror Self-Recognition	INFANCY												Leading up to explicit mirror self-recognition, infants rely on two crucial sources of information: the continuous integration of sensorimotor and multisensory signals, as when seeing one's movements reflected in the mirror, and the unique facial features associated with the self. While visual appearance and multisensory contingent cues may be two likely candidates of the processes that enable self-recognition, their respective contribution remains poorly understood. In this study, 18-month-old infants saw side-by-side pictures of themselves and a peer, which were systematically and simultaneously touched on the face with a hand. While watching the stimuli, the infant's own face was touched either in synchrony or out of synchrony and their preferential looking behavior was measured. Subsequently, the infants underwent the mirror-test task. We demonstrated that infants who were coded as nonrecognizers at the mirror test spent significantly more time looking at the picture of their own face compared to the other-face, irrespective of whether the multisensory input was synchronous or asynchronous. Our results suggest that right before the onset of mirror self-recognition, featural information about the self might be more relevant in the process of recognizing one's face, compared to multisensory cues.					Filippetti, Maria/AFH-2515-2022; TSAKIRIS, MANOS/C-1529-2008	Filippetti, Maria Laura/0000-0002-1824-9774													1525-0008	1532-7078				JUL-AUG	2018	23	4					577	590		10.1111/infa.12236	http://dx.doi.org/10.1111/infa.12236								29937697					WOS:000434222400006
J	Loucks, J; Sommerville, J				Loucks, Jeff; Sommerville, Jessica			Developmental Change in Action Perception: Is Motor Experience the Cause?	INFANCY												Human actions are complex stimuli containing several perceptual dimensions an observer could attend to. Research indicates that attention to the perceptual dimensions of action undergoes a process of perceptual narrowing between 4 and 10months, during which infants' attention to configural and temporal information in action decreases over time, while attention to hand information is maintained. This research explored whether infants' active experience with grasping is related to perceptual narrowing in action. Across two studies, we tested 6-month-old infants' attention to changes in these action dimensions and also assessed their grasping ability. Infants who were more proficient at grasping showed a pattern more consistent with perceptual narrowing (decreasing attention to configural and temporal information) relative to those less proficient at grasping, especially for attention to configural information. In addition, attention to hand information appears to undergo U-shaped development between 4 and 10months, as 6-month-olds did not recover attention to the hand change. These findings add to a growing body of research showing that infants' motor experience broadly influences their perception of others' action and may follow a complex developmental pathway that diverges from perceptual narrowing over the first year.					Loucks, Jeff/IRZ-0244-2023	Loucks, Jeff/0000-0003-0899-3943													1525-0008	1532-7078				JUL-AUG	2018	23	4					519	537		10.1111/infa.12231	http://dx.doi.org/10.1111/infa.12231													WOS:000434222400003
