753. Dev Psychopathol. 2006 Winter;18(1):139-54. doi: 10.1017/S0954579406060081.	The contribution of peers to monthly variation in adolescent depressed mood: a  short-term longitudinal study with time-varying predictors.	Connell AM(1), Dishion TJ.	Author information: (1)Child and Family Center, University of Oregon, Eugene 97401-3408, USA.  aconnell@uoregon.edu	This study examined peer predictors of variation and growth in depressed mood  among high-risk adolescents, using child and parent reports of monthly symptoms.  One hundred seventy-six parents and their 10- to 14-year-old children separately  took part in a series of up to nine monthly interviews. Multilevel growth models  examined both time-varying peer predictors of parent and child reports of the  child's depressive symptoms, controlling for age, gender, and treatment status.  Deviant peer affiliation significantly predicted elevated depressive symptoms in  the monthly child-report of depressed mood, especially for younger adolescents.  Children's level of delinquency was significantly related to parent-reported  depressive symptoms, and to child-reported symptoms in older adolescents only.  As expected, depressed mood was higher for girls and more prevalent among older  adolescents. The results suggest that peer processes may be linked in time to  the development of depression, especially among high-risk adolescents.	DOI: 10.1017/S0954579406060081 PMCID: PMC2754873 PMID: 16478556 [Indexed for MEDLINE]
754. Dev Psychopathol. 2006 Winter;18(1):17-34. doi: 10.1017/S0954579406060020.	Infant and maternal behavior moderate reactivity to novelty to predict anxious  behavior at 2.5 years.	Crockenberg SC(1), Leerkes EM.	Author information: (1)Psychology Department, Dewey Hall, University of Vermont, Burlington, VT  05405, USA. susan.crockenberg@uvm.edu	The degree to which infant regulatory behaviors, together with infant reactivity  to novelty, predicted anxious behavior at 2.5 years, and the moderating effect  of maternal behavior were tested. Sixty-four low-risk mothers and infants  participated. Mothers rated infant negative reactivity and anxious behavior;  infant and maternal behaviors were observed at 6 months postpartum. Based on  results of hierarchical, multiple regressions, infant regulatory behaviors  (i.e., attention control, withdrawal) moderated associations between reactivity  to novelty and later anxious behavior, but predictions depended also on maternal  behavior. High reactivity to novelty, in conjunction with withdrawal and with  poor attention control, predicted anxious behavior only when mothers were less  engaged or less sensitive, suggesting that maternal behavior alters  developmental trajectories associated with infant temperament.	DOI: 10.1017/S0954579406060020 PMID: 16478550 [Indexed for MEDLINE]
755. Dev Psychopathol. 2005 Summer;17(3):851-63. doi: 10.1017/S0954579405050406.	Reflective thinking and mental imagery: a perspective on the development of  posttraumatic stress disorder.	Kosslyn SM(1).	Author information: (1)Harvard University, USA. smkosslyn@wjh.harvard.edu	Reflective thinking occurs when information stored in long-term memory (LTM) is  not sufficient to allow one to respond "automatically" to an object or event.  Instead, stored information must be entered into working memory and a novel  response or solution produced. In this article I argue that mental imagery plays  a central role in this process, and that over the course of normal cognitive  development the process of reflective thinking "programs" LTM so that an  increasingly large number of tasks can be performed without reflective thinking.  Normal cognitive development thus results in a decreasing reliance on imagery.  However, if highly emotional images are formed, additional retrieval cues can be  entered into LTM, making such images more likely to occur in the future. Such  images induce arousal, similar to that induced by the actual event. This line of  thinking leads to a novel perspective on the neurocognitive deficits that  underlie the development of posttraumatic stress disorder, and may also help to  explain some symptoms seen in hyperactivity, impulsiveness, and difficulties in  self-control.	DOI: 10.1017/S0954579405050406 PMID: 16262995 [Indexed for MEDLINE]
756. Dev Psychopathol. 2005 Summer;17(3):785-806. doi: 10.1017/S0954579405050376.	An integrative theory of attention-deficit/ hyperactivity disorder based on the  cognitive and affective neurosciences.	Nigg JT(1), Casey BJ.	Author information: (1)Department of Psychology, Michigan State University, East Lansing 48824-1116,  USA. nigg@msu.edu	Attention-deficit/hyperactivity disorder (ADHD) is a behavioral syndrome that  arises in early childhood, often co-occurs with conduct disorder and leads,  developmentally, to antisocial behavior and substance abuse. Models from  cognitive and affective neuroscience have been invoked in an effort to  understand the development of ADHD, leading to a broad array of interrelated  theories and hypothesized mechanisms. In this paper, we highlight core  mechanisms that may cut across several theories and constructs, and thus provide  some leverage for further study and conceptualization from a neuroscience  perspective. We emphasize the joint operations of frontostriatal and  frontocerebellar neural loops in detecting and predicting what and when  important events in the environment will occur and their interaction with  frontoamygdala loops in assigning emotional significance to these events. We  note that weaknesses in the development of these basic operations could lead to  decrement in the development of cognitive and affective control and other mental  operations mediated by prefrontal cortex during development. In turn, such  decrement could lead to many of the phenotypic cognitive and neuropsychological  features seen in children with ADHD.	DOI: 10.1017/S0954579405050376 PMID: 16262992 [Indexed for MEDLINE]
757. Dev Psychopathol. 2005 Summer;17(3):753-84. doi: 10.1017/S0954579405050364.	A multilevel analysis of cognitive dysfunction and psychopathology associated  with chromosome 22q11.2 deletion syndrome in children.	Simon TJ(1), Bish JP, Bearden CE, Ding L, Ferrante S, Nguyen V, Gee JC,  McDonald-McGinn DM, Zackai EH, Emanuel BS.	Author information: (1)University of California, Davis, Sacramento 95817, USA. tjsimon@ucdavis.edu.	We present a multilevel approach to developing potential explanations of  cognitive impairments and psychopathologies common to individuals with  chromosome 22q11.2 deletion syndrome. Results presented support our hypothesis  of posterior parietal dysfunction as a central determinant of characteristic  visuospatial and numerical cognitive impairments. Converging data suggest that  brain development anomalies, primarily tissue reductions in the posterior brain  and changes to the corpus callosum, may affect parietal connectivity. Further  findings indicate that dysfunction in "frontal" attention systems may explain  some executive cognition impairments observed in affected children, and that  there may be links between these domains of cognitive function and some of the  serious psychiatric conditions, such as attention-deficit/hyperactivity  disorder, autism, and schizophrenia, that have elevated incidence rates in the  syndrome. Linking the neural structure and the cognitive processing levels in  this way enabled us to develop an elaborate structure/function mapping  hypothesis for the impairments that are observed. We show also, that in the case  of the catechol-O-methyltransferase gene, a fairly direct relationship between  gene expression, cognitive function, and psychopathology exists in the affected  population. Beyond that, we introduce the idea that variation in other genes may  further explain the phenotypic variation in cognitive function and possibly the  anomalies in brain development.	DOI: 10.1017/S0954579405050364 PMCID: PMC1360281 PMID: 16262991 [Indexed for MEDLINE]
758. Dev Psychopathol. 2005 Summer;17(3):621-39. doi: 10.1017/S0954579405050303.	An event-related potential study of the impact of institutional rearing on face  recognition.	Parker SW(1), Nelson CA; Bucharest Early Intervention Project Core Group.	Author information: (1)Department of Psychology, Randolph-Macon College, Ashland, VA 23005-5505,  USA. sparker@rmc.edu	Erratum in     Dev Psychopathol. 2007 Spring;19(2):623-5.	Event-related potentials (ERPs) were recorded to brief images of caregivers' and  strangers' faces for 72 institutionalized children (IG), ages 7-32 months, and  compared with ERPs from 33 children, ages 8-32 months, who had never been  institutionalized. All children resided in Bucharest, Romania. Prominent  differences in four ERP components were observed: early negative (N170), early  positive (P250), midlatency negative (Nc), and positive slow wave (PSW). For all  but the P250, the amplitude of these components was larger in the never  institutionalized group than the institutionalized group; this pattern was  reversed for the P250. Typical effects of the Nc (amplitude greater to stranger  vs. caregiver) were observed in both groups; in contrast, the IG group showed an  atypical pattern in the PSW. These findings are discussed in the context of the  role of experience in influencing the neural circuitry putatively involved in  recognizing familiar and novel faces.	DOI: 10.1017/S0954579405050303 PMID: 16262985 [Indexed for MEDLINE]
759. Dev Psychopathol. 2005 Summer;17(3):577-97. doi: 10.1017/S0954579405050285.	Autism at the beginning: microstructural and growth abnormalities underlying the  cognitive and behavioral phenotype of autism.	Courchesne E(1), Redcay E, Morgan JT, Kennedy DP.	Author information: (1)University of California, San Diego, USA. ecourchesne@ucsd.edu	Autistic symptoms begin in the first years of life, and recent magnetic  resonance imaging studies have discovered brain growth abnormalities that  precede and overlap with the onset of these symptoms. Recent postmortem studies  of the autistic brain provide evidence of cellular abnormalities and processes  that may underlie the recently discovered early brain overgrowth and arrest of  growth that marks the first years of life in autism. Alternative origins and  time tables for these cellular defects and processes are discussed. These  cellular and growth abnormalities are most pronounced in frontal, cerebellar,  and temporal structures that normally mediate the development of those same  higher order social, emotional, speech, language, speech, attention, and  cognitive functions that characterize autism. Cellular and growth pathologies  are milder and perhaps nonexistent in other structures (e.g., occipital cortex),  which are known to mediate functions that are often either mildly affected or  entirely unaffected in autistic patients. It is argued that in autism, higher  order functions largely fail to develop normally in the first place because  frontal, cerebellar, and temporal cellular and growth pathologies occur prior to  and during the critical period when these higher order neural systems first  begin to form their circuitry. It is hypothesized that microstructural  maldevelopment results in local and short distance overconnectivity in frontal  cortex that is largely ineffective and in a failure of long-distance  cortical-cortical coupling, and thus a reduction in frontal-posterior reciprocal  connectivity. This altered circuitry impairs the essential role of frontal  cortex in integrating information from diverse functional systems (emotional,  sensory, autonomic, memory, etc.) and providing context-based and goal-directed  feedback to lower level systems.	DOI: 10.1017/S0954579405050285 PMID: 16262983 [Indexed for MEDLINE]
760. Dev Psychopathol. 2005 Winter;17(1):207-30. doi: 10.1017/s095457940505011x.	Comparable "risks" at the socioeconomic status extremes: preadolescents'  perceptions of parenting.	Luthar SS(1), Latendresse SJ.	Author information: (1)Department of Counseling and Clinical Psychology, Teachers College, Columbia  University, Box 133, 525 West 120th Street, New York, NY 10027-6696, USA.  suniya.luthar@columbia.edu	This study was focused on contextual variations in the parenting dimensions  salient for preadolescent adjustment. The sample consisted of 614 sixth graders  from two communities, one low and the other high income. Parenting dimensions  included those known to be significant in each socioeconomic context: isolation  from parents (emotional and physical), and parents' emphasis on achievements  (overall expectations and emphasis on integrity over success). Adjustment  outcomes included subjective well-being as well as school competence.  Contradicting stereotypes, results showed that on average, very affluent  children can perceive their parents as emotionally and physically unavailable to  the same degree that youth in serious poverty do. The ramifications for  adjustment also seem to be largely similar: Closeness to parents was beneficial  for all, just as criticism was deleterious. Even after considering the quality  of parent-child relationships, parents' physical absence (e.g., at dinner)  connoted vulnerability for distress and for poor school performance in both  groups. The connotations of a few parenting dimensions varied by context and  gender; these variations are discussed as are overall implications for future  research and practice.	DOI: 10.1017/s095457940505011x PMCID: PMC4373649 PMID: 15971767 [Indexed for MEDLINE]
761. Dev Psychopathol. 2005 Winter;17(1):167-84. doi: 10.1017/s0954579405050091.	Low salivary cortisol levels and externalizing behavior problems in youth.	Shirtcliff EA(1), Granger DA, Booth A, Johnson D.	Author information: (1)University of Wisconsin, USA.	Research linking basal cortisol levels with internalizing and externalizing  behavior problems in youths has yielded inconsistent results. We hypothesize  that the high moment to moment variation in adrenocortical activity requires an  analytical strategy that separates variance in cortisol levels attributable to  "stable traitlike" versus "state or situationally specific" sources. Early  morning saliva samples were obtained from 724 youths (M age = 13.5 years; range  = 6-16 years in Year 1) on 2 successive days 1 year apart. Latent state-trait  modeling revealed that 70% of the variance in cortisol levels could be  attributed to statelike sources, and 28% to traitlike sources. For boys only,  higher levels of externalizing problem behaviors were consistently associated  with lower cortisol attributable to traitlike sources across 3 years of  behavioral assessment. The inverse association between individual differences in  cortisol and externalizing problem behavior has previously only been reported in  studies of at-risk or clinical groups. The present findings suggest the  relationship is a stable phenomenon that spans both normative and atypical child  development. Studies are needed to reveal the biosocial mechanisms involved in  the establishment and maintenance of this phenomenon, and to decipher whether  individual differences in this hormone-behavior link confers risk or resilience.	DOI: 10.1017/s0954579405050091 PMID: 15971765 [Indexed for MEDLINE]
762. Dev Psychopathol. 2005 Winter;17(1):1-23. doi: 10.1017/s0954579405050017.	Expanding the concept of unresolved mental states: hostile/helpless states of  mind on the Adult Attachment Interview are associated with disrupted  mother-infant communication and infant disorganization.	Lyons-Ruth K(1), Yellin C, Melnick S, Atwood G.	Author information: (1)Department of Psychiatry, Harvard Medical School at Cambridge Hospital, 1493  Cambridge Street, Cambridge, MA 02139, USA. klruth@hms.harvard.edu	In a recent meta-analysis, only 53% of disorganized infants were predicted by  parental Unresolved states of mind on the Adult Attachment Interview (AAI). The  goal of this study was to identify additional predictors of infant  disorganization on the AAI by developing and validating an interview-wide coding  system for Hostile/Helpless (H/H) parental states of mind with respect to  attachment. Maternal AAls were collected from 45 low-income mothers with high  rates of childhood trauma when their children were age 7; Strange Situation  assessments had been collected at 18 months of age. AAIs were independently  coded using both the Main and Goldwyn coding system and newly developed codes  for H/H states of mind. Results indicated that the H/H coding system displayed  discriminant validity in that it did not overlap substantially with the  Unresolved, Cannot Classify, or Fearfully Preoccupied by Traumatic Events  categories in the Main and Goldwyn coding system. Second, H/H states of mind  accounted for variance in disorganized infant behavior not associated with the  Unresolved classification. Third, H/H states of mind were significantly related  to maternal disrupted affective communication as coded by the Atypical Maternal  Behavior Instrument for Assessment and Classification coding system, and  maternal disrupted communication mediated the relations between H/H states of  mind and infant disorganization.	DOI: 10.1017/s0954579405050017 PMCID: PMC1857275 PMID: 15971757 [Indexed for MEDLINE]
763. Dev Psychopathol. 2004 Fall;16(4):1029-46. doi: 10.1017/s095457940404012x.	Substance abuse hinders desistance in young adults' antisocial behavior.	Hussong AM(1), Curran PJ, Moffitt TE, Caspi A, Carrig MM.	Author information: (1)University of North Carolina at Chapel Hill, 27599-3270, USA.	We examined two hypotheses about the developmental relation between substance  abuse and individual differences in desistance from antisocial behavior during  young adulthood. The "snares" hypothesis posits that substance abuse should  result in time-specific elevations in antisocial behavior relative to an  individual's own developmental trajectory of antisocial behavior, whereas the  "launch" hypothesis posits that substance abuse early in young adulthood slows  an individual's overall pattern of crime desistance relative to the population  norm during this developmental period. We conducted latent trajectory analyses  to test these hypotheses using interview data about antisocial behaviors and  substance abuse assessed at ages 18, 21, and 26 in men from the Dunedin  Multidisciplinary Health and Development Study (N = 461). We found significant  individual variability in initial levels and rates of change in antisocial  behavior over time as well as support for both the snares hypothesis and the  launch hypothesis as explanations for the developmental relation between  substance abuse and crime desistance in young men.	DOI: 10.1017/s095457940404012x PMID: 15704826 [Indexed for MEDLINE]
764. Dev Psychopathol. 2004 Fall;16(4):1007-27. doi: 10.1017/s0954579404040118.	Trajectories of marijuana use from adolescence to young adulthood: predictors  and outcomes.	Windle M(1), Wiesner M.	Author information: (1)University of Alabama at Birmingham, Center for the Advancement of Youth  Health, Birmingham, AL 35294-1200, USA. windle@uab.edu	Semiparametric group-based mixture modeling was used with data from an  adolescent school sample (N = 1205) for three purposes. First, five trajectory  groups were identified to characterize different patterns of change in the  frequency of marijuana use across four waves of assessment during adolescence.  These trajectory groups were labeled Abstainers, Experimental Users, Decreasers,  Increasers, and High Chronics. Second, trajectory group comparisons were made  across eight adolescent risk factors to determine distinctive predictors of the  trajectory groups. Findings indicated, for example, that the High Chronic group,  relative to the other trajectory groups, had higher levels of delinquency, lower  academic performance, more drug using friends, and more stressful life events.  Third, adolescent trajectory group comparisons were made across 10 risk  behaviors in young adulthood (average subject age = 23.5 years) and the  occurrence of psychiatric and substance abuse disorders. Findings indicated some  consistency across adolescence to young adulthood with regard to risk factors,  and specificity with regard to the prediction of disorders. Adolescent  trajectory group membership was significantly associated in young adulthood with  cannabis and alcohol disorders but not with major depressive disorders or  anxiety disorders.	DOI: 10.1017/s0954579404040118 PMID: 15704825 [Indexed for MEDLINE]
765. Dev Psychopathol. 2004 Fall;16(4):985-1006. doi: 10.1017/s0954579404040106.	Stress and coping among children of alcoholic parents through the young adult  transition.	Hussong AM(1), Chassin L.	Author information: (1)Department of Psychology, University of North Carolina at Chapel Hill, Chapel  Hill, NC 27599-3270, USA. ahussong@email.unc.edu	The transition to young adulthood is both a time when risky health behaviors  such as substance misuse peak and a time of opportunity for growth and  development through the acquisition of adult roles. In this transition, coping  styles include responses to the stressors and opportunities associated with the  emergence of adulthood. The extent to which such coping styles are skillfully  employed in part determines adjustment into adulthood. The current study used a  high-risk, longitudinal design to examine the development of coping styles over  adolescence, continuity in these coping styles from adolescence to adulthood,  the impact of coping on adult stress and substance misuse, the ability of coping  to buffer effects of stress on substance use, and differences in coping between  at-risk youth (i.e., children of alcoholics [COAs]) and their peers. A sample of  340 adolescents completed four assessments over ages 11-23. We used latent  trajectory models to examine interindividual and intraindividual change in  coping over time. Evidence for both change and continuity in the development of  coping from adolescence to adulthood was found, although adolescent coping had  limited impact on stress and substance use in adulthood. Support was also found  for complex stress-buffering and stress-exacerbating effects of coping on the  relations between major life events and adult drug use and between stress  associated with the new roles of adulthood and heavy alcohol use. Implications  of these findings for development and adjustment in the transition to adulthood  are discussed.	DOI: 10.1017/s0954579404040106 PMCID: PMC3159037 PMID: 15704824 [Indexed for MEDLINE]
766. Dev Psychopathol. 2004 Summer;16(3):735-51. doi: 10.1017/s0954579404004754.	Attachment patterns across multiple family relationships in adulthood:  associations with maternal depression.	Dickstein S(1), Seifer R, Albus KE, Magee KD.	Author information: (1)Brown Medical School/Bradley Hospital East, 1011 Veterans Memorial Parkway,  East Providence, RI 02915, USA. Susan_Dickstein@brown.edu	We explored attachment in a family context by applying family systems principles  to the investigation of multiple attachment relationships within families. This  study focused on maternal adult attachment with respect to family of origin  experiences (assessed using the Adult Attachment Interview [AAI]) as well as  maternal marital attachment (assessed using the Marital Attachment Interview  [MAI]). We examined associations between maternal adult attachment (or marital  attachment) and three levels of family functioning including individual maternal  depression symptoms, dyadic marital satisfaction (reported by mothers), and  family unit functioning. We also examined associations between combined  attachment security (consistent secure, AAI secure/MAI insecure, AAI  insecure/MAI secure, and consistent insecure) and family outcomes. Finally, we  assessed the extent to which attachment representations operate differently in  the context of family stress, namely maternal depression. We found that  attachment security with respect to particular relationships was differentially  associated with different levels of family functioning. Examination of the  security of combined adult and marital attachment further supported the  multilevel organization of the family system.	DOI: 10.1017/s0954579404004754 PMID: 15605634 [Indexed for MEDLINE]
767. Dev Psychopathol. 2004 Summer;16(3):631-48. doi: 10.1017/s0954579404004705.	The link between marital conflict and child adjustment: parent-child conflict  and perceived attachments as mediators, potentiators, and mitigators of risk.	El-Sheikh M(1), Elmore-Staton L.	Author information: (1)Human Development and Family Studies, 203 Spidle Hall, Auburn University,  Auburn, AL 36849, USA. elshemm@auburn.edu	Parent-child conflict and perceived attachments to parents were examined as  predictors, mediators, and moderators in the marital conflict-child adjustment  connection in a sample of older children and young adolescents. After  controlling for marital conflict, parent-child conflict predicted additional  unique variance mainly for children's externalizing problems, and attachments to  parents accounted for unique variance in children's externalizing and  internalizing problems. Moderation effects illustrated that a higher level of  parent-child conflict was a vulnerability factor, whereas a secure attachment  was a protective factor, for behavior problems associated with marital conflict.  Mediation effects were also evident and supported the proposition that  parent-child conflict and attachment to parents mostly are partial mediators of  effects in the marital conflict-child outcomes link. The findings illustrate the  aggregation, potentiation, and amelioration of risk for adjustment problems  associated with marital conflict, and highlight the importance of assessing  multiple systems within the family.	DOI: 10.1017/s0954579404004705 PMID: 15605629 [Indexed for MEDLINE]
768. Dev Psychopathol. 2004 Summer;16(3):551-75. doi: 10.1017/s0954579404004663.	Shared or conflicting working models? Relationships in postdivorce families seen  through the eyes of mothers and their preschool children.	Bretherton I(1), Page TF.	Author information: (1)Department of Human Development and Family Studies, University of  Wisconsin-Madison, Madison, WI 53706, USA. ibrether@wisc.edu	Marvin and Stewart and Byng-Hall proposed that effective family collaboration  requires family members to construct "shared family working models," and that  the renegotiation of these working models during family transitions is  facilitated by family members' "interactional awareness" (ability to be  perceptive observers of family relationships). We apply these constructs to data  collected from 71 mothers and their 4.5- to 5.0-year-old preschool children, 2  years after parental divorce. Maternal representations of the father as coparent  and ex-spouse, and of father- and mother-child relationships were assessed via  two interviews. A family story completion task captured child representations of  mother-child and father-child, coparental and ex-spousal interactions. Maternal  accounts of mother-child conversations illustrated the negotiation of shared  working models. Primarily qualitative analyses contrasting maternal and child  perspectives are presented in the first section. Then we use regression analyses  to predict children's story themes from maternal representations of flexible,  sensitive, and effective discipline-related interactions; maternal depressive  symptoms; and perception of the child's father. Finally, we identify gender  differences in children's enactments of divorce-related and child-empathy  themes. We conclude by considering how our findings could be used to assist  post-divorce families in constructing shared rather than conflicting working  models of family relations.	DOI: 10.1017/s0954579404004663 PMID: 15605625 [Indexed for MEDLINE]
769. Dev Psychopathol. 2004 Spring;16(2):389-406. doi: 10.1017/s0954579404044578.	Stress responsivity in children with externalizing behavior disorders.	Snoek H(1), Van Goozen SH, Matthys W, Buitelaar JK, van Engeland H.	Author information: (1)University Medical Center Utrecht, Rudolf Magnus Institute for Neurosciences,  The Netherlands. h.snoek@psych.azu.nl	Patterns of lower autonomic nervous system (ANS) and  hypothalamic-pituitary-adrenal (HPA) axis activity have been found in children  with oppositional defiant disorder (ODD). The aim of the present study was to  investigate whether children with attention-deficit/hyperactivity disorder  (ADHD) differ from ODD children with (OD/AD) or without comorbid ADHD in ANS and  HPA axis activity under baseline and stressful conditions. The effects of stress  on cortisol, heart rate (HR), and skin conductance level (SCL) were studied in  95 children (26 normal control [NC] children and 69 child psychiatric patients  referred for externalizing behavior problems [15 ODD, 31 OD/AD, and 23 ADHD]).  No baseline differences were found in cortisol between the four groups. However,  the ODD and OD/AD groups showed a significantly weaker cortisol response to  stress compared to the ADHD and NC groups; the ADHD group had a similar cortisol  response as the NC group. Within the ODD group this pattern of low cortisol  responsivity was most clearly present in the more severely affected inpatients.  With respect to HR, the ODD group had a significantly lower HR during baseline  and stressful conditions. The higher HR levels in the OD/AD and ADHD groups were  likely to be caused by methylphenidate. The externalizing groups had  significantly lower SCL levels, and no differences were found between these  groups. It was concluded that differences in cortisol responsivity during stress  exposure are important in distinguishing within a group of children with  externalizing behavior between those with ODD and ADHD.	DOI: 10.1017/s0954579404044578 PMID: 15487602 [Indexed for MEDLINE]
770. Dev Psychopathol. 2004 Spring;16(2):253-71.	Forming attachments in foster care: infant attachment behaviors during the first  2 months of placement.	Stovall-McClough KC(1), Dozier M.	Author information: (1)New York University School of Medicine, USA.	This study investigated the development of attachment relationships in 38 foster  infant-caregiver dyads over the first 2 months of placement. We used the Parent  Attachment Diary to measure foster infants' daily attachment behaviors, the  Adult Attachment Interview to examine foster parents' attachment states of mind,  and Ainsworth's Strange Situation to capture attachment classifications. We  examined differences in diary scales (secure, avoidant, resistant, and  coherence) as they related to age at placement and foster parent attachment,  using hierarchical linear modeling and analyses of variance. The results  indicated infants with autonomous foster parents and infants placed at younger  ages showed higher early and overall levels of secure behavior, less avoidant  behavior, and more coherent attachment strategies compared to infants placed  with nonautonomous foster parents. Changes in attachment behaviors over time  were not predicted by the models; however, there was a significant decrease in  the daily coherence of attachment behaviors associated with Strange Situation  disorganization. Finally, we found significant concordance between the diary and  Strange Situation scales for secure and avoidant behaviors.	PMID: 15487595 [Indexed for MEDLINE]
771. Dev Psychopathol. 2004 Winter;16(1):215-30. doi: 10.1017/s0954579404044487.	Factors associated with the unresolved classification of the Adult Attachment  Interview in women who have suffered stillbirth.	Hughes P(1), Turton P, Hopper E, McGauley GA, Fonagy P.	Author information: (1)Department of Psychiatry, St. George's Hospital Medical School, London, UK.  p.hughes@sghms.ac.uk	The "unresolved" state of mind with respect to loss or trauma as assessed in the  Adult Attachment Interview is common in clinical and forensic groups, as well as  in mothers whose infants are classified as disorganized in their attachment  relationship to them. However, questions remain about what the unresolved state  represents and what factors predict the unresolved state. This case controlled  study reports on 64 women who had suffered stillbirth and who were pregnant with  their next child. The study explores attachment, psychiatric, and social factors  associated with the unresolved state or higher unresolved scores with respect to  stillbirth. Women who had experienced stillbirth were more likely to be  unresolved than control women. Although a similar number of stillbirth and  control women had experienced childhood trauma, only women who had experienced  stillbirth were unresolved with respect to this trauma, suggesting the  unresolved state may be evoked or reevoked by subsequent traumatic loss. Higher  unresolved scores in relation to stillbirth were predicted by childhood trauma,  poor support from family after the loss, and having a funeral for the infant.  The results are discussed in terms of the woman's sense of being causal in the  loss.	DOI: 10.1017/s0954579404044487 PMID: 15115072 [Indexed for MEDLINE]
772. Dev Psychopathol. 2004 Winter;16(1):179-92. doi: 10.1017/s0954579404044463.	Gender differences in childhood onset conduct disorder.	McCabe KM(1), Rodgers C, Yeh M, Hough R.	Author information: (1)Children's Hospital, San Diego, CA, USA. kmccabe@casrc.org	The present study tested several predictions related to the theory that girls  with conduct disorder (CD) follow a single delayed onset pathway. The following  hypotheses were tested among a high-risk, stratified random sample of youth who  used public services during a 6-month period: boys will be more likely to have  childhood onset CD (COCD) than girls; girls with COCD will be less common than  girls with adolescent onset CD (AOCD); COCD girls. AOCD girls, and COCD boys  will be similar in terms of risk profiles and AOCD boys will have a less severe  risk profile than COCD girls; and risk factors that differentiate between COCD  and AOCD among males will not differentiate between COCD and AOCD among females.  Among those youth who met the criteria for CD, males were significantly more  likely to have COCD than females. However, close to half of females with CD met  the criteria for the COCD subtype. Of the seven risk factors that were examined,  girls with COCD scored higher than COCD boys on three factors and higher than  AOCD girls on four factors; however, only one significant difference was found  between AOCD girls and COCD boys. Finally, risk factors appeared to  differentiate between COCD and AOCD groups in a similar way among males and  females. These findings suggest that COCD is not rare among females in public  service sectors, COCD girls can be distinguished from AOCD girls in terms of  risk factors, and risk factors for COCD among males are also relevant to  females.	DOI: 10.1017/s0954579404044463 PMID: 15115070 [Indexed for MEDLINE]
773. Dev Psychopathol. 2003 Fall;15(4):969-90.	What can developmental disorders tell us about the neurocomputational  constraints that shape development? The case of Williams syndrome.	Karmiloff-Smith A(1), Thomas M.	Author information: (1)Neurocognitive Development Unit, Institute of Child Health, London, United  Kingdom. a.karmiloff-smith@ich.ucl.ac.uk	The uneven cognitive phenotype in the adult outcome of Williams syndrome has led  some researchers to make strong claims about the modularity of the brain and the  purported genetically determined, innate specification of cognitive modules.  Such arguments have particularly been marshaled with respect to language. We  challenge this direct generalization from adult phenotypic outcomes to genetic  specification and consider instead how genetic disorders provide clues to the  constraints on plasticity that shape the outcome of development. We specifically  examine behavioral studies, brain imaging, and computational modeling of  language in Williams syndrome but contend that our theoretical arguments apply  equally to other cognitive domains and other developmental disorders. While  acknowledging that selective deficits in normal adult patients might justify  claims about cognitive modularity, we question whether similar, seemingly  selective deficits found in genetic disorders can be used to argue that such  cognitive modules are prespecified in infant brains. Cognitive modules are, in  our view, the outcome of development, not its starting point. We note that most  work on genetic disorders ignores one vital factor, the actual process of  ontogenetic development, and argue that it is vital to view genetic disorders as  proceeding under different neurocomputational constraints, not as demonstrations  of static modularity.	PMID: 14984134 [Indexed for MEDLINE]
774. Dev Psychopathol. 2003 Fall;15(4):927-68. doi: 10.1017/s0954579403000464.	The behavioral neurogenetics of fragile X syndrome: analyzing  gene-brain-behavior relationships in child developmental psychopathologies.	Reiss AL(1), Dant CC.	Author information: (1)Division of Child and Adolescent Psychiatry and Child Development and  Behavioral Neurogenetics Research Center, Stanford University School of  Medicine, CA 94305-5719, USA. reiss@stanford.edu	Analyzing gene-brain-behavior linkages in childhood neurodevelopmental  disorders, a research approach called "behavioral neurogenetics," has provided  new insights into understanding how both genetic and environmental factors  contribute to complex variations in typical and atypical human development.  Research into etiologically more homogeneous disorders, such as fragile X  syndrome, in particular, allows the use of more precise metrics of genetic risk  so that we can more fully understand the complex pathophysiology of childhood  onset neurodevelopmental disorders. In this paper, we review our laboratory's  behavioral neurogenetics research by examining gene-brain-behavior relationships  in fragile X syndrome, a single-gene disorder that has become a  well-characterized model for studying neurodevelopmental dysfunction in  childhood. Specifically, we examine genetic influences, trajectories of  cognition and behavior, variation in brain structure and function, and  biological and environmental factors that influence developmental and cognitive  outcomes of children with fragile X. The converging approaches across these  multilevel scientific domains indicate that fragile X, which arises from  disruption of a single gene leading to the loss of a specific protein, is  associated with a cascade of aberrations in neurodevelopment, resulting in a  central nervous system that is suboptimal with respect to structure and  function. In turn, structural and functional brain alterations lead to early  disruption in emotion, cognition, and behavior in the child with fragile X. The  combination of molecular genetics, neuroimaging, and behavioral research have  advanced our understanding of the linkages between genetic variables,  neurobiological measures, IQ, and behavior. Our research and that of others  demonstrates that neurobehavior and neurocognition, genetics, and neuroanatomy  are all different views of the same intriguing biological puzzle, a puzzle that  today is rapidly emerging into a more complete picture of the intricate linkages  among gene, brain, and behavior in developing children. Understanding the  complex multilevel scientific perspective involved in fragile X will also  contribute to our understanding of normal development by highlighting  developmental events throughout the life span, thereby helping us to delineate  the boundaries of pathology.	DOI: 10.1017/s0954579403000464 PMID: 14984133 [Indexed for MEDLINE]
